ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
241325_at	0.79391179	5.76e-01	0.555089		
228303_at	0.79391179	5.76e-01	0.555081	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6
244551_at	0.79395735	5.76e-01	0.554957	ZNF736	zinc finger protein 736
235029_at	0.79395735	5.76e-01	0.554858	GINS4	GINS complex subunit 4
240419_at	0.79395735	5.76e-01	0.554792	SLC6A15	solute carrier family 6 member 15
225341_at	0.79395735	5.76e-01	0.554698	MTERF2	mitochondrial transcription termination factor 2
234109_x_at	0.79395735	5.76e-01	0.55469	ONECUT3	one cut homeobox 3
236445_at	0.79395735	5.76e-01	0.554654		
243872_at	0.79404922	5.76e-01	0.554476		
241281_at	0.79407214	5.76e-01	0.554385		
230149_at	0.79432154	5.76e-01	0.554007		
238133_at	0.79433006	5.76e-01	0.553878		
238947_at	0.79433006	5.76e-01	0.553873		
243903_at	0.79456974	5.76e-01	0.553438		
240312_at	0.79456974	5.76e-01	0.553432	LOC389895	chromosome 16 open reading frame 72-like
242590_at	0.79456974	5.76e-01	0.553384		
241684_at	0.79466968	5.77e-01	0.553196		
238134_at	0.79475393	5.77e-01	0.553027		
233870_at	0.79477705	5.77e-01	0.552937	NAV1	neuron navigator 1
234506_at	0.79485504	5.77e-01	0.552776	LOC101929180	uncharacterized LOC101929180
243695_at	0.79486775	5.77e-01	0.552699		
222923_s_at	0.79495836	5.77e-01	0.552522	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3
242319_at	0.79509872	5.77e-01	0.552283	DGKG	diacylglycerol kinase gamma
242376_at	0.79510265	5.77e-01	0.552216		
237501_at	0.79512064	5.77e-01	0.552132	LOC101927043	uncharacterized LOC101927043
241291_at	0.79525209	5.77e-01	0.551875	LINC01541	long intergenic non-protein coding RNA 1541
229201_at	0.79525209	5.77e-01	0.551825	PAK3	p21 (RAC1) activated kinase 3
234686_at	0.79525209	5.77e-01	0.551781	SUGT1P1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 1
235903_at	0.79529063	5.77e-01	0.551671	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
226819_at	0.79530383	5.78e-01	0.551592	LSM11	LSM11, U7 small nuclear RNA associated
236950_s_at	0.79537868	5.78e-01	0.551436	LINC00964	long intergenic non-protein coding RNA 964
222411_s_at	0.79542279	5.78e-01	0.551272	SSR3	signal sequence receptor subunit 3
227905_s_at	0.79542279	5.78e-01	0.551257	AZI2	5-azacytidine induced 2
200046_at	0.79556779	5.78e-01	0.551012	DAD1	defender against cell death 1
240302_at	0.79558457	5.78e-01	0.550929		
244165_at	0.79561016	5.78e-01	0.550803	FAM208B	family with sequence similarity 208 member B
231934_at	0.79561016	5.78e-01	0.550774	TRIM14	tripartite motif containing 14
225301_s_at	0.79570339	5.78e-01	0.550594	MYO5B	myosin VB
226424_at	0.79572921	5.78e-01	0.5505	CAPS	calcyphosine
243507_s_at	0.79577979	5.78e-01	0.550338	C20orf196	chromosome 20 open reading frame 196
234290_x_at	0.79577979	5.78e-01	0.550313	MYH14	myosin, heavy chain 14, non-muscle
233657_at	0.79583069	5.78e-01	0.550188	OPN5	opsin 5
239439_at	0.79583459	5.78e-01	0.550121	AFF4	AF4/FMR2 family member 4
241669_x_at	0.79612644	5.79e-01	0.54969	PRKD2	protein kinase D2
238561_s_at	0.79643455	5.79e-01	0.549238	UTP23	UTP23, small subunit processome component
227504_s_at	0.79644792	5.79e-01	0.54916	MED28	mediator complex subunit 28
233100_at	0.79648968	5.79e-01	0.549045	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1
229423_at	0.79663914	5.79e-01	0.548795	CHEK1	checkpoint kinase 1
234694_at	0.79674737	5.79e-01	0.548596	CNTROB	centrobin, centriole duplication and spindle assembly protein
224087_at	0.7968206	5.79e-01	0.548388		
244355_at	0.7968206	5.79e-01	0.548381	AVL9	AVL9 cell migration associated
238574_at	0.79695522	5.79e-01	0.548149	SLC25A51	solute carrier family 25 member 51
241134_at	0.79696096	5.80e-01	0.54808		
223573_s_at	0.79703933	5.80e-01	0.547827	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
229879_at	0.79703933	5.80e-01	0.547817	ASPH	aspartate beta-hydroxylase
224613_s_at	0.79703933	5.80e-01	0.547797	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5
222950_at	0.79720207	5.80e-01	0.547501	NIPAL2	NIPA like domain containing 2
244750_at	0.79720207	5.80e-01	0.547464		
239464_at	0.79720207	5.80e-01	0.547407	KCNJ15	potassium voltage-gated channel subfamily J member 15
227522_at	0.79723048	5.80e-01	0.547259	CMBL	carboxymethylenebutenolidase homolog
244235_at	0.79723048	5.80e-01	0.547207	IVNS1ABP	influenza virus NS1A binding protein
237701_at	0.79723048	5.80e-01	0.547169	C12orf54	chromosome 12 open reading frame 54
226948_at	0.79723048	5.80e-01	0.547029	RHBDD1	rhomboid domain containing 1
234510_at	0.79723048	5.80e-01	0.547019		
233714_at	0.79723048	5.80e-01	0.547004	ARNT	aryl hydrocarbon receptor nuclear translocator
226731_at	0.79738787	5.80e-01	0.546712	ITGA1	integrin subunit alpha 1
227509_x_at	0.79738787	5.80e-01	0.546665		
235110_at	0.79738787	5.80e-01	0.546559	PLA2G16	phospholipase A2 group XVI
240163_at	0.79738787	5.80e-01	0.546509	RORA-AS1	RORA antisense RNA 1
226033_at	0.79738787	5.80e-01	0.546498	USP31	ubiquitin specific peptidase 31
243628_at	0.79743778	5.81e-01	0.546374	COPS7B	COP9 signalosome subunit 7B
237284_at	0.79747794	5.81e-01	0.546262	DNAJB8	DnaJ heat shock protein family (Hsp40) member B8
222528_s_at	0.79749827	5.81e-01	0.546175	SLC25A37	solute carrier family 25 member 37
225737_s_at	0.79763122	5.81e-01	0.545946	FBXO22	F-box protein 22
224816_at	0.79764818	5.81e-01	0.545863	GET4	golgi to ER traffic protein 4
225288_at	0.79788411	5.81e-01	0.545503	COL27A1	collagen type XXVII alpha 1 chain
234296_s_at	0.79789132	5.81e-01	0.545433	TEX11	testis expressed 11
222548_s_at	0.79798118	5.81e-01	0.545219	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
232731_x_at	0.79798118	5.81e-01	0.545121	RAMP2-AS1	RAMP2 antisense RNA 1
238501_at	0.79798118	5.81e-01	0.545117		
231745_at	0.79798118	5.81e-01	0.545074	GPR55	G protein-coupled receptor 55
231467_at	0.79805237	5.81e-01	0.544923		
234303_s_at	0.79809075	5.81e-01	0.544813	GPR85	G protein-coupled receptor 85
236104_at	0.79810161	5.81e-01	0.544739	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like
243226_at	0.79813528	5.82e-01	0.544581		
237353_at	0.79813528	5.82e-01	0.5445		
233671_at	0.79813528	5.82e-01	0.544494	ZNF91	zinc finger protein 91
229889_at	0.79813528	5.82e-01	0.544451	LRRC75A	leucine rich repeat containing 75A
234965_at	0.79814838	5.82e-01	0.544374		
241409_at	0.79816504	5.82e-01	0.544291		
237658_at	0.79820103	5.82e-01	0.544185		
240360_at	0.7982708	5.82e-01	0.54399	BRD4	bromodomain containing 4
240641_at	0.7982708	5.82e-01	0.543974		
243406_at	0.79830263	5.82e-01	0.543858	TMCO5B	transmembrane and coiled-coil domains 5B (pseudogene)
232581_x_at	0.79830263	5.82e-01	0.543812	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
235380_at	0.79847407	5.82e-01	0.543488		
229249_at	0.79847407	5.82e-01	0.543466		
244524_at	0.79847407	5.82e-01	0.543352	LOC101927382///PAX8-AS1	uncharacterized LOC101927382///PAX8 antisense RNA 1
234836_at	0.79847407	5.82e-01	0.543347		
242986_at	0.79847407	5.82e-01	0.543289	NAV1	neuron navigator 1
237151_s_at	0.79859209	5.82e-01	0.543079	CFAP221	cilia and flagella associated protein 221
225978_at	0.79869796	5.83e-01	0.542884	RIMKLB	ribosomal modification protein rimK like family member B
242745_at	0.79876744	5.83e-01	0.542735	CASR	calcium sensing receptor
230680_at	0.79877494	5.83e-01	0.542665	SLITRK4	SLIT and NTRK like family member 4
225080_at	0.79901364	5.83e-01	0.542229	MYO1C	myosin IC
229817_at	0.79901364	5.83e-01	0.542177	ZNF608	zinc finger protein 608
237060_at	0.79901364	5.83e-01	0.542151		
240130_at	0.79901364	5.83e-01	0.542079		
222863_at	0.79901364	5.83e-01	0.542058	ZBTB10	zinc finger and BTB domain containing 10
237390_at	0.79902478	5.83e-01	0.541982	ADRA1A	adrenoceptor alpha 1A
239277_at	0.79905078	5.83e-01	0.541889		
244416_at	0.79908378	5.83e-01	0.541743	TTC17	tetratricopeptide repeat domain 17
238709_at	0.79908378	5.83e-01	0.541725	ELP2	elongator acetyltransferase complex subunit 2
225208_s_at	0.79920559	5.83e-01	0.54151	FAM103A1	family with sequence similarity 103 member A1
240903_at	0.79929904	5.83e-01	0.541307		
231913_s_at	0.79929904	5.83e-01	0.54127	BRCC3	BRCA1/BRCA2-containing complex subunit 3
242375_x_at	0.79933416	5.84e-01	0.541164	LOC101929036///PAH	uncharacterized LOC101929036///phenylalanine hydroxylase
230008_at	0.79937712	5.84e-01	0.541049	THSD7A	thrombospondin type 1 domain containing 7A
244036_at	0.79946304	5.84e-01	0.54088		
243413_at	0.79960313	5.84e-01	0.540596	TTC30B	tetratricopeptide repeat domain 30B
230221_at	0.79960313	5.84e-01	0.540581	ABHD16A	abhydrolase domain containing 16A
232104_at	0.79966935	5.84e-01	0.540436	STUM	stum, mechanosensory transduction mediator homolog
235774_at	0.79967384	5.84e-01	0.540369	LOC100422737	uncharacterized LOC100422737
223039_at	0.7997312	5.84e-01	0.540236	GUCD1	guanylyl cyclase domain containing 1
236509_at	0.79987525	5.84e-01	0.539922		
242817_at	0.79987525	5.84e-01	0.539907	PGLYRP2	peptidoglycan recognition protein 2
233444_at	0.79987525	5.84e-01	0.539766	LOC101927620	uncharacterized LOC101927620
242380_at	0.79987525	5.84e-01	0.53975		
241115_at	0.79987525	5.84e-01	0.539749		
234498_at	0.80010162	5.85e-01	0.539402	M1AP	meiosis 1 associated protein
227219_x_at	0.80021201	5.85e-01	0.539202	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
232852_at	0.80027196	5.85e-01	0.539066		
237382_at	0.80058459	5.85e-01	0.53861	COLGALT2	collagen beta(1-O)galactosyltransferase 2
240536_at	0.80066034	5.85e-01	0.538447		
243473_at	0.80066034	5.85e-01	0.538342		
224071_at	0.80066034	5.85e-01	0.538305	IL20	interleukin 20
232230_at	0.80066034	5.85e-01	0.538271	OLMALINC	oligodendrocyte maturation-associated long intergenic non-coding RNA
233956_at	0.80066484	5.85e-01	0.538113		
230488_s_at	0.80066484	5.85e-01	0.538039	DBH-AS1	DBH antisense RNA 1
236382_at	0.80066484	5.85e-01	0.538023	WRAP73	WD repeat containing, antisense to TP73
231938_at	0.80066484	5.85e-01	0.538021	SGO1	shugoshin 1
230458_at	0.80068032	5.85e-01	0.537941	SLC45A1	solute carrier family 45 member 1
222774_s_at	0.80072612	5.85e-01	0.537822	NETO2	neuropilin and tolloid like 2
237393_at	0.80078891	5.86e-01	0.537658	TPBGL	trophoblast glycoprotein-like
237971_at	0.80078891	5.86e-01	0.537582		
227614_at	0.80078891	5.86e-01	0.53756	HKDC1	hexokinase domain containing 1
244171_at	0.80085038	5.86e-01	0.537422	MKLN1	muskelin 1
237233_at	0.80089792	5.86e-01	0.5373		
236849_at	0.80089792	5.86e-01	0.53724	VTI1A	vesicle transport through interaction with t-SNAREs 1A
243211_at	0.80090741	5.86e-01	0.537133		
240974_at	0.80090741	5.86e-01	0.537102	LOC100506851	uncharacterized LOC100506851
238236_at	0.80090741	5.86e-01	0.536988		
232976_at	0.80090741	5.86e-01	0.536876	SNORD116-21///SNORD116-20///SNORD116-17///SNORD116-19///SNORD116@	small nucleolar RNA, C/D box 116-21///small nucleolar RNA, C/D box 116-20///small nucleolar RNA, C/D box 116-17///small nucleolar RNA, C/D box 116-19///small nucleolar RNA, C/D box 116 cluster
237743_at	0.80090741	5.86e-01	0.536865		
229930_at	0.80090741	5.86e-01	0.536863	LINC01315	long intergenic non-protein coding RNA 1315
234648_s_at	0.80107846	5.86e-01	0.536415	NXF5	nuclear RNA export factor 5
229043_at	0.80107846	5.86e-01	0.536388	PAPD5	poly(A) RNA polymerase D5, non-canonical
235269_at	0.80107846	5.86e-01	0.536356	FAM83F	family with sequence similarity 83 member F
244557_at	0.80107846	5.86e-01	0.536338	LINC00610	long intergenic non-protein coding RNA 610
242781_at	0.80107846	5.86e-01	0.53631	FAM199X	family with sequence similarity 199, X-linked
226492_at	0.80107846	5.86e-01	0.536282	SEMA6D	semaphorin 6D
240764_at	0.80111824	5.86e-01	0.536171		
224535_s_at	0.80125162	5.87e-01	0.535913	MRPL57	mitochondrial ribosomal protein L57
237385_at	0.80125162	5.87e-01	0.535839	LINC00867	long intergenic non-protein coding RNA 867
238824_at	0.80125162	5.87e-01	0.53582	RPS29	ribosomal protein S29
239343_at	0.80128061	5.87e-01	0.53571	LOC728705///TMEM263	uncharacterized LOC728705///transmembrane protein 263
226050_at	0.80128061	5.87e-01	0.535662	TMCO3	transmembrane and coiled-coil domains 3
239832_at	0.80128099	5.87e-01	0.535601		
240788_at	0.8012831	5.87e-01	0.535537		
230533_at	0.80134922	5.87e-01	0.535349	ZMYND8	zinc finger MYND-type containing 8
237377_at	0.80134922	5.87e-01	0.535318		
242864_at	0.80134922	5.87e-01	0.535271	ZNF554	zinc finger protein 554
232847_at	0.80136339	5.87e-01	0.535193	SALL3	spalt like transcription factor 3
229397_s_at	0.80137419	5.87e-01	0.535118	ARHGAP35	Rho GTPase activating protein 35
224169_at	0.80137666	5.87e-01	0.535036	NPFFR2	neuropeptide FF receptor 2
223999_at	0.80137666	5.87e-01	0.534987	PPIL2	peptidylprolyl isomerase like 2
228801_at	0.80137666	5.87e-01	0.534933	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1
243064_at	0.80177637	5.87e-01	0.534369		
240133_x_at	0.80190925	5.88e-01	0.534141		
228725_x_at	0.8019261	5.88e-01	0.534006	PRMT2	protein arginine methyltransferase 2
230826_at	0.8019261	5.88e-01	0.533998	MMD2	monocyte to macrophage differentiation associated 2
242604_at	0.8021089	5.88e-01	0.533673		
239795_at	0.8021089	5.88e-01	0.533646		
237169_at	0.80216515	5.88e-01	0.533515	TNC	tenascin C
235738_at	0.80217279	5.88e-01	0.533444		
235095_at	0.80224048	5.88e-01	0.533252	BICDL2	BICD family like cargo adaptor 2
234450_at	0.80224048	5.88e-01	0.533102	PROKR2	prokineticin receptor 2
240791_at	0.80224048	5.88e-01	0.532993		
243360_at	0.80224048	5.88e-01	0.532884		
232786_at	0.80224048	5.88e-01	0.532875	COG6	component of oligomeric golgi complex 6
222884_at	0.80224048	5.88e-01	0.532813	ZNF346	zinc finger protein 346
236901_at	0.80224048	5.88e-01	0.532749		
237593_at	0.80224048	5.88e-01	0.532735		
237475_x_at	0.80224048	5.88e-01	0.532697	CCDC152	coiled-coil domain containing 152
239001_at	0.80224048	5.88e-01	0.532611	MGST1	microsomal glutathione S-transferase 1
230105_at	0.80224048	5.89e-01	0.532579	HOXB13	homeobox B13
231449_at	0.80224048	5.89e-01	0.53257		
236571_at	0.80224048	5.89e-01	0.532416		
200064_at	0.80224048	5.89e-01	0.532319	HSP90AB1	heat shock protein 90 alpha family class B member 1
230794_at	0.80224048	5.89e-01	0.532295	PELI2	pellino E3 ubiquitin protein ligase family member 2
234748_x_at	0.80224048	5.89e-01	0.53224	KIF20B	kinesin family member 20B
225213_at	0.80224048	5.89e-01	0.532212	PPTC7	PTC7 protein phosphatase homolog
200025_s_at	0.80224048	5.89e-01	0.53218	RPL27	ribosomal protein L27
AFFX-HUMISGF3A/M97935_5_at	0.80224048	5.89e-01	0.532165	STAT1	signal transducer and activator of transcription 1
241861_at	0.80224048	5.89e-01	0.532093	SYCP3	synaptonemal complex protein 3
237439_at	0.80224048	5.89e-01	0.532083	USP43	ubiquitin specific peptidase 43
230534_at	0.80250779	5.89e-01	0.531686	ZNF678	zinc finger protein 678
235014_at	0.80256527	5.89e-01	0.531553	ILF3-AS1	ILF3 antisense RNA 1 (head to head)
231570_at	0.8025856	5.89e-01	0.531412	SAXO1	stabilizer of axonemal microtubules 1
240959_at	0.8025856	5.89e-01	0.531366		
224943_at	0.8025856	5.89e-01	0.531346	BTBD7	BTB domain containing 7
229432_at	0.80275137	5.89e-01	0.531068	NAGS	N-acetylglutamate synthase
234988_at	0.80275137	5.89e-01	0.531016	VCPIP1	valosin containing protein interacting protein 1
237152_at	0.80280879	5.89e-01	0.530883	CFAP221	cilia and flagella associated protein 221
242257_at	0.80290147	5.90e-01	0.530657		
240586_at	0.80290147	5.90e-01	0.530596	ENAM	enamelin
225645_at	0.80290147	5.90e-01	0.530584	EHF	ETS homologous factor
235531_at	0.80291414	5.90e-01	0.530507		
234454_at	0.80291414	5.90e-01	0.530373		
235264_at	0.80291414	5.90e-01	0.53031	HCFC2	host cell factor C2
227772_at	0.80291414	5.90e-01	0.530266	LATS1	large tumor suppressor kinase 1
241566_at	0.80291414	5.90e-01	0.530265		
231926_at	0.80294023	5.90e-01	0.530172	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1
229234_at	0.80295976	5.90e-01	0.530052	ZC3H12B	zinc finger CCCH-type containing 12B
228382_at	0.80295976	5.90e-01	0.530026	OTULIN	OTU deubiquitinase with linear linkage specificity
235342_at	0.80299147	5.90e-01	0.529925	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
228316_at	0.80301954	5.90e-01	0.529829	CLHC1	clathrin heavy chain linker domain containing 1
238331_at	0.80303538	5.90e-01	0.529749	SPRN	shadow of prion protein homolog (zebrafish)
241164_at	0.8031955	5.90e-01	0.529442	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3
229619_at	0.8031955	5.90e-01	0.529426	FOLR2	folate receptor beta
234704_at	0.80332124	5.90e-01	0.529208	LOC105376944	uncharacterized LOC105376944
237456_at	0.80351175	5.91e-01	0.528908		
241210_at	0.80359405	5.91e-01	0.528744		
239390_at	0.80360488	5.91e-01	0.528626	GTDC1	glycosyltransferase like domain containing 1
239682_at	0.80360488	5.91e-01	0.528487	KANSL1L	KAT8 regulatory NSL complex subunit 1 like
243230_at	0.80360488	5.91e-01	0.528476		
238428_at	0.80360488	5.91e-01	0.528444	KCNJ15	potassium voltage-gated channel subfamily J member 15
226689_at	0.80360488	5.91e-01	0.528427	CISD2	CDGSH iron sulfur domain 2
231222_at	0.80403645	5.91e-01	0.527775		
225862_at	0.80403645	5.91e-01	0.527765	SLC25A26	solute carrier family 25 member 26
224073_at	0.80416574	5.91e-01	0.527542	LINC01521	long intergenic non-protein coding RNA 1521
244316_at	0.80434644	5.92e-01	0.527179	C17orf98	chromosome 17 open reading frame 98
237888_at	0.80434644	5.92e-01	0.527153	LOC100422737	uncharacterized LOC100422737
231519_at	0.80434644	5.92e-01	0.527133		
238249_at	0.80440138	5.92e-01	0.527004	LOC101927499	uncharacterized LOC101927499
222386_s_at	0.80446024	5.92e-01	0.526846	COPZ1	coatomer protein complex subunit zeta 1
240668_s_at	0.80446024	5.92e-01	0.526808	SERP2	stress-associated endoplasmic reticulum protein family member 2
243630_at	0.80446024	5.92e-01	0.526748	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1
235912_at	0.804505	5.92e-01	0.526629		
243928_s_at	0.804505	5.92e-01	0.526571	ABCC4	ATP binding cassette subfamily C member 4
224185_at	0.8045867	5.92e-01	0.526408		
232986_at	0.80462437	5.92e-01	0.5263	ZNF233	zinc finger protein 233
243512_x_at	0.80468807	5.92e-01	0.52616		
225251_at	0.8047283	5.92e-01	0.525852	RAB24	RAB24, member RAS oncogene family
244249_at	0.8047283	5.92e-01	0.525813		
238576_at	0.8047283	5.92e-01	0.525799	MOCOS	molybdenum cofactor sulfurase
244585_at	0.8047283	5.92e-01	0.525791	IFT140	intraflagellar transport 140
239162_at	0.8047283	5.92e-01	0.525765	DAPK1-IT1	DAPK1 intronic transcript 1
234891_at	0.8047283	5.93e-01	0.525685	LOC81787	uncharacterized LOC81787
226092_at	0.8047283	5.93e-01	0.525633	MPP5	membrane palmitoylated protein 5
239264_at	0.8047283	5.93e-01	0.525588		
244708_at	0.8047283	5.93e-01	0.525565	SCN8A	sodium voltage-gated channel alpha subunit 8
227152_at	0.80473102	5.93e-01	0.525501	KIAA1551	KIAA1551
223270_at	0.80478647	5.93e-01	0.525281	CTDSPL2	CTD small phosphatase like 2
230594_at	0.80478647	5.93e-01	0.525272		
223235_s_at	0.80478647	5.93e-01	0.52525	SMOC2	SPARC related modular calcium binding 2
231455_at	0.80482736	5.93e-01	0.525138	LINC00487	long intergenic non-protein coding RNA 487
227489_at	0.80487905	5.93e-01	0.525013	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
231891_at	0.80488905	5.93e-01	0.52494	STAMBPL1	STAM binding protein like 1
233904_at	0.80500829	5.93e-01	0.52473		
242898_at	0.80503275	5.93e-01	0.524639	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
226160_at	0.80510403	5.93e-01	0.524484	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
239992_at	0.80510403	5.93e-01	0.524428		
224951_at	0.80521207	5.93e-01	0.524233	CERS5	ceramide synthase 5
239618_at	0.80526201	5.93e-01	0.524109	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor
238146_at	0.80532688	5.94e-01	0.523968		
223458_at	0.80544982	5.94e-01	0.523753	SEZ6L2	seizure related 6 homolog like 2
242762_s_at	0.80549062	5.94e-01	0.523642	FAM171B	family with sequence similarity 171 member B
236124_at	0.80552205	5.94e-01	0.523513	LOC153546	uncharacterized LOC153546
243164_s_at	0.80552205	5.94e-01	0.523467		
237771_s_at	0.80552205	5.94e-01	0.523421	LOC101927305	uncharacterized LOC101927305
242237_at	0.80599247	5.94e-01	0.522772		
227254_at	0.80601035	5.94e-01	0.522578	POU2F1	POU class 2 homeobox 1
233852_at	0.80601035	5.94e-01	0.522491	POLH	DNA polymerase eta
239690_at	0.80601035	5.94e-01	0.522388		
231227_at	0.80601035	5.94e-01	0.522369		
240584_at	0.80601035	5.95e-01	0.522321	SHANK2-AS2	SHANK2 antisense RNA 2
228016_s_at	0.80601035	5.95e-01	0.522291		
200012_x_at	0.80601035	5.95e-01	0.522172	RPL21P28///SNORA27///SNORD102///RPL21	ribosomal protein L21 pseudogene 28///small nucleolar RNA, H/ACA box 27///small nucleolar RNA, C/D box 102///ribosomal protein L21
228449_at	0.80601035	5.95e-01	0.522155	MORC2	MORC family CW-type zinc finger 2
232962_x_at	0.80601035	5.95e-01	0.522078		
232197_x_at	0.80601035	5.95e-01	0.522077	ARSB	arylsulfatase B
237791_at	0.80601035	5.95e-01	0.522039	LOC105370178	uncharacterized LOC105370178
226512_at	0.80601035	5.95e-01	0.522024	ZMYM2	zinc finger MYM-type containing 2
226837_at	0.80606694	5.95e-01	0.521887	SPRED1	sprouty related EVH1 domain containing 1
223364_s_at	0.80606694	5.95e-01	0.521833	DHX37	DEAH-box helicase 37
232569_at	0.80610919	5.95e-01	0.521702		
232065_x_at	0.80610919	5.95e-01	0.521657	CENPL	centromere protein L
243726_at	0.80610919	5.95e-01	0.521599		
241445_at	0.80616491	5.95e-01	0.521469		
239597_at	0.80622145	5.95e-01	0.521304		
229722_at	0.80622145	5.95e-01	0.521185	LOC100270804	uncharacterized LOC100270804
227279_at	0.80622145	5.95e-01	0.521145	TCEAL3	transcription elongation factor A like 3
231114_at	0.80622145	5.95e-01	0.521113	SPATA22	spermatogenesis associated 22
242135_at	0.80622145	5.95e-01	0.521096	LOC101930531///LOC101930288	uncharacterized LOC101930531///uncharacterized LOC101930288
236883_at	0.8062333	5.95e-01	0.521007		
227012_at	0.8062333	5.95e-01	0.520961	SLC25A40	solute carrier family 25 member 40
230072_at	0.80625245	5.95e-01	0.520816	TBC1D15	TBC1 domain family member 15
237550_at	0.80625245	5.95e-01	0.520794		
235642_at	0.80625245	5.95e-01	0.520726		
224006_at	0.80625245	5.95e-01	0.520658	LOC100507377	uncharacterized LOC100507377
228876_at	0.80625245	5.96e-01	0.520624	BAIAP2L2	BAI1 associated protein 2 like 2
230967_s_at	0.80625245	5.96e-01	0.520543	USP7	ubiquitin specific peptidase 7
227906_s_at	0.80625245	5.96e-01	0.520514		
235558_at	0.8062749	5.96e-01	0.520426	RBMS2	RNA binding motif single stranded interacting protein 2
241347_at	0.80629185	5.96e-01	0.520344	RNF213	ring finger protein 213
235770_at	0.80643474	5.96e-01	0.520102	MASP1	mannan binding lectin serine peptidase 1
234708_at	0.80643474	5.96e-01	0.520045	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1
237104_at	0.80650849	5.96e-01	0.519843		
235811_at	0.80650849	5.96e-01	0.519825		
244442_at	0.80650849	5.96e-01	0.51977	HORMAD2	HORMA domain containing 2
233682_at	0.80650849	5.96e-01	0.519663		
241493_at	0.80650849	5.96e-01	0.519651		
240490_at	0.80673149	5.96e-01	0.519312	LOC101929592	uncharacterized LOC101929592
225197_at	0.80675925	5.96e-01	0.519091	C16orf72	chromosome 16 open reading frame 72
241561_at	0.80675925	5.96e-01	0.519037		
226313_at	0.80675925	5.97e-01	0.518932	C10orf35	chromosome 10 open reading frame 35
242951_at	0.80675925	5.97e-01	0.518803		
234996_at	0.80675925	5.97e-01	0.518746	CALCRL	calcitonin receptor like receptor
231695_at	0.80675925	5.97e-01	0.518744		
239248_at	0.80675925	5.97e-01	0.518589	SDCBP2-AS1	SDCBP2 antisense RNA 1
240682_at	0.80675925	5.97e-01	0.518568	LINC00293	long intergenic non-protein coding RNA 293
238096_at	0.80675925	5.97e-01	0.518525	LOC284023	uncharacterized LOC284023
233546_at	0.80675925	5.97e-01	0.518506	LOC283075	uncharacterized LOC283075
244113_at	0.80675925	5.97e-01	0.518455	KCNJ9	potassium voltage-gated channel subfamily J member 9
240365_at	0.80675925	5.97e-01	0.518452	MIR924HG	MIR924 host gene
234439_at	0.80675925	5.97e-01	0.518443		
240957_at	0.80675925	5.97e-01	0.518395		
231360_at	0.80675925	5.97e-01	0.51836	C20orf141	chromosome 20 open reading frame 141
243539_at	0.80675925	5.97e-01	0.518242	KIAA1841	KIAA1841
232783_at	0.80675925	5.97e-01	0.518202		
227865_at	0.80675925	5.97e-01	0.518193	IDNK	IDNK, gluconokinase
228481_at	0.80678758	5.97e-01	0.518047		
239610_at	0.80678758	5.97e-01	0.518034		
241001_at	0.80678758	5.97e-01	0.517934		
223904_at	0.80678758	5.97e-01	0.517917	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3
230727_at	0.80679392	5.97e-01	0.517717	CISD3	CDGSH iron sulfur domain 3
239860_at	0.80679392	5.97e-01	0.517711	LOC100130232	LP2209
237182_at	0.80679392	5.97e-01	0.517631	MRPL45P2	mitochondrial ribosomal protein L45 pseudogene 2
244365_at	0.80679392	5.97e-01	0.517594		
238880_at	0.80679392	5.97e-01	0.517543	GTF3A	general transcription factor IIIA
225738_at	0.80679392	5.97e-01	0.517494	RAPGEF1	Rap guanine nucleotide exchange factor 1
243848_at	0.80679392	5.97e-01	0.517425		
233001_at	0.80679392	5.97e-01	0.517367	SAMD10	sterile alpha motif domain containing 10
234175_at	0.80679392	5.97e-01	0.517325		
240907_at	0.80679392	5.97e-01	0.517307		
225169_at	0.80680454	5.98e-01	0.517234	INTS4	integrator complex subunit 4
231522_at	0.80684308	5.98e-01	0.517065	C20orf144	chromosome 20 open reading frame 144
228701_at	0.80684308	5.98e-01	0.517027	C8orf46	chromosome 8 open reading frame 46
